tconst,FullText
tt2467046,"left behind: a small group of survivors are left behind after millions of people suddenly vanish during the rapture and the world is plunged into chaos and destruction. in the blink of an eye, the biblical rapture strikes the world. millions of people disappear without a trace. all that remains are their clothes and belongings, and in an instant, terror and chaos spread around the world. ray steele (nicolas cage), an airline pilot, struggles to calm, and ultimately to save the lives of the passengers that remain on his flight, as the world below loses its ability to help his plane, and any other to safety. running out of fuel, his equipment failing, his crew escalating into panic, ray must guide the plane with the help of gwn reporter, cameron buck williams (chad michael murray) who takes over the role of co-pilot in the face of the crisis. for buck williams, being trapped at 30,000 feet with a plane full of terrified passengers means a struggle to understand the incomprehensible. on the ground, rays daughter chloe (cassi thomson) struggles to find her young brother and mother, both of whom may have disappeared in the biblical event. forcing herself through the chaos, chloe must navigate a world filled with terror and despair. [freestyle releasing] airplane the rapture remake pilot hero"
tt2467442,"k2: siren of the himalayas: k2: siren of the himalayas follows a breathtaking high-altitude mountaineering experience presenting the stunning vistas, perilous adventure, close teamwork and blissful serenity that is part of an elite climbing groups 2009 attempt to summit the worlds most challenging peak. [first run features]"
tt2471640,the mountain
tt2473510,"paranormal activity: the ghost dimension: using a special camera that can see spirits, a family must protect their daughter from an evil entity with a sinister plan. the paranormal activity saga comes to an end. terror supernatural sequel demon found footage christmas 3d"
tt2474932,"despite the falling snow: moscow, 1959: katya (rebecca ferguson) is young, beautiful  and a spy for the americans. when she begins spying on alexander, an idealistic communist politician, the last thing she expects is to fall in love with him. her choice between love and duty leads to a nail-biting conclusion that alexander can only unravel decades later in 1990s new york. his journey back to the snowbound streets of moscow uncovers a love triangle and betrayals from those he trusted most."
tt2475154,"elena: elena, a young brazilian woman, travels to new york with dreams of becoming an actress. she leaves behind a childhood spent in hiding during the military dictatorship, and she leaves behind petra, her seven-year-old sister. two decades later, petra goes to new york to pursue acting and in search of elena. but the film (and the filmmaker) cannot escape the similarities between petra and elenas stories, and as they overlap, they begin to blur."
tt2476214,ayalum njanum thammil...
tt2481554,"murder of a cat: when someone murders his beloved cat, clinton (fran kranz), an adult child, demands justice. taking it upon himself to solve the case, he teams up with an unlikely ally, greta (nikki reed), and the two set out to find the culprit lurking in their small suburban town. but as clinton searches for the truth, he begins to uncover a conspiracy that goes far deeper than he anticipated. [gravitas ventures]"
tt2486090,to love somebody
tt2486678,"5 to 7: a chance encounter on the streets of manhattan draws 20-something aspiring writer brian (anton yelchin) into a passionate love affair with a glamorous french woman (berenice marlohe). the catch? shes married, and can only meet him for hotel room trysts between the hours of 5 and 7. as brian yearns for more than just two hours a day with the woman of his dreams, he learns hard won lessons about life and love."
tt2489734,"the trials of muhammad ali: the trials of muhammad ali investigates its extraordinary and often complex subjects life outside the boxing ring. from joining the controversial nation of islam and changing his name from cassius clay to muhammad ali, to his refusal to serve in the vietnam war in the name of protesting racial inequality, to his global humanitarian work, muhammad ali remains an inspiring and controversial figure. outspoken and passionate in his beliefs, ali found himself in the center of americas controversies over race, religion, and war. [kino lorber]"
